Date,Symbol,Quantity,StopPrice,LimitPrice,OrderID,Status,FilledPrice
2025-12-31 10:04:32,AAPL,10,272.1,272.1,c48ca1c4-b48d-46fe-b80e-2f5cae91a266,filled,272.1001
2025-12-31 10:04:32,NSC,10,289.26,289.26,32e1fceb-6ce1-4e24-8aa5-e8a9db27061f,filled,289.29
2025-12-31 10:04:32,WAT,7,381.83,381.83,c81284d9-0fd5-4860-92f8-66d114e7574e,filled,381.83
2026-01-02 10:25:21,APP,4,614.32,614.32,1e78a19a-ac52-465f-8a1a-fab7a57c5899,filled,614.34
2026-01-02 10:25:21,ISRG,5,559.28,559.28,29c75e35-263f-421d-a725-dcecdbc1477d,filled,559.28
2026-01-02 11:41:11,TWLO,20,139.03,139.03,3c06869e-1136-4081-9fcc-d6be827da2b7,filled,139.03
2026-01-02 12:40:57,CBRE,21,160.0,160.0,696ac05a-5b79-43e9-ba92-e0c0ab531190,canceled,
