Symbol,FiscalDateEnding,TotalRevenue,GrossProfit,NetIncome,OperatingIncome,OperatingMargin,TotalAssets,TotalLiabilities,CommonStockSharesOutstanding,TotalShareholderEquity,BVPS,Debt_to_Equity,Date
BLK,2018-09-30,3576.0,1822.0,1216.0,1396.0,39.038031319910516,174862.0,141789.0,162.02632,32415.0,200.06,4.37,2025-12-30
BLK,2018-06-30,3605.0,1844.0,1073.0,1440.0,39.94452149791955,195549.0,162679.0,162.813188,32130.0,197.34,5.06,2025-12-30
BLK,2018-03-31,3583.0,1769.0,1089.0,1375.0,38.37566285235836,216017.0,183434.0,163.573252,31978.0,195.5,5.74,2025-12-30
BLK,2017-12-31,3764.0,1947.0,2304.0,1485.0,39.45270988310308,220217.0,187926.0,164.457829,31825.0,193.51,5.9,2025-12-30
BLK,2017-09-30,3233.0,1771.0,944.0,1394.0,43.11784720074235,220567.0,190150.0,164.431269,30042.0,182.7,6.33,2025-12-30
BLK,2017-06-30,2965.0,1607.0,854.0,1242.0,41.88870151770658,217488.0,187601.0,164.809095,29555.0,179.33,6.35,2025-12-30
BLK,2017-03-31,2824.0,1484.0,859.0,1147.0,40.61614730878187,230586.0,201071.0,165.518254,29156.0,176.15,6.9,2025-12-30
BLK,2016-12-31,2890.0,1604.0,851.0,1225.0,42.38754325259516,220177.0,190833.0,166.520246,29098.0,174.74,6.56,2025-12-30
BLK,2016-09-30,2837.0,1546.0,875.0,1209.0,42.615438843849134,226739.0,197178.0,166.924293,28904.0,173.16,6.82,2025-12-30
BLK,2016-06-30,2804.0,1514.0,789.0,1173.0,41.83309557774608,222055.0,192900.0,167.308522,28568.0,170.75,6.75,2025-12-30
BLK,2016-03-31,2624.0,1382.0,657.0,963.0,36.69969512195122,222958.0,193972.0,168.071221,28394.0,168.94,6.83,2025-12-30
BLK,2015-12-31,2863.0,1571.0,861.0,1137.0,39.71358714634998,225261.0,196217.0,169.309795,28503.0,168.35,6.88,2025-12-30
BLK,2015-09-30,2910.0,1575.0,843.0,1222.0,41.99312714776632,222216.0,193735.0,169.342672,28136.0,166.15,6.89,2025-12-30
BLK,2015-06-30,2905.0,1585.0,819.0,1238.0,42.61617900172117,237008.0,208878.0,169.793933,27776.0,163.59,7.52,2025-12-30
BLK,2015-03-31,2723.0,1441.0,822.0,1067.0,39.18472273228058,242714.0,215058.0,170.404784,27375.0,160.65,7.86,2025-12-30
BLK,2014-12-31,2784.0,1566.0,813.0,1144.0,41.09195402298851,239808.0,212288.0,171.051649,27366.0,159.99,7.76,2025-12-30
BLK,2014-09-30,2849.0,1573.0,917.0,1157.0,40.610740610740606,222812.0,195528.0,171.464622,27106.0,158.09,7.21,2025-12-30
BLK,2014-06-30,2778.0,1540.0,808.0,1122.0,40.38876889848812,231693.0,204627.0,171.837501,26881.0,156.43,7.61,2025-12-30
BLK,2014-03-31,2670.0,1405.0,756.0,1051.0,39.36329588014981,216297.0,189596.0,172.624298,26478.0,153.39,7.16,2025-12-30
CBRE,2025-09-30,10258.0,1990.0,363.0,481.0,4.689023201403782,28566.0,19273.0,300.25733,8535.0,28.43,2.26,2025-12-30
CBRE,2025-06-30,9753.0,9135.0,215.0,374.0,3.8347175228134933,27693.0,18700.0,302.915,8253.0,27.25,2.27,2025-12-30
CBRE,2025-03-31,8910.0,1645.0,163.0,276.0,3.0976430976430978,26366.0,17362.0,302.915,8282.0,27.34,2.1,2025-12-30
CBRE,2024-12-31,10404.0,2149.0,487.0,594.0,5.709342560553633,24383.0,15191.0,308.305,8411.0,27.28,1.81,2025-12-30
CBRE,2024-09-30,9036.0,1784.0,225.0,368.0,4.072598494909252,24845.0,15289.0,308.305,8692.0,28.19,1.76,2025-12-30
CBRE,2024-06-30,8391.0,1598.0,130.0,246.0,2.931712549159814,23462.0,14273.0,308.035211,8356.0,27.13,1.71,2025-12-30
CBRE,2024-03-31,7935.0,1460.0,126.0,204.0,2.570888468809074,22964.0,13865.0,308.502456,8261.0,26.78,1.68,2025-12-30
CBRE,2023-12-31,8950.0,1883.0,477.151,504.0,5.631284916201118,22548.0,13481.0,308.526651,8267.0,26.8,1.63,2025-12-30
CBRE,2023-09-30,7868.0,1471.0,190.553,269.0,3.418912048805287,21687.417,13226.528,312.221133,7684.016,24.61,1.72,2025-12-30
CBRE,2023-06-30,7720.0,1541.0,201.0,306.0,3.9637305699481864,21732.067,12838.43,314.282247,8098.058,25.77,1.59,2025-12-30
CBRE,2023-03-31,7411.0,1405.0,117.0,37.0,0.49925785993793004,21030.097,12387.687,315.358147,7859.834,24.92,1.58,2025-12-30
CBRE,2022-12-31,8194.243,1729.311,81.112,243.761,2.9747836377320027,20513.0,11907.0,319.221283,7853.0,24.6,1.52,2025-12-30
CBRE,2022-09-30,7529.546,1595.056,446.639,374.35,4.971747300567657,20215.33,11575.686,324.742584,7935.827,24.44,1.46,2025-12-30
CBRE,2022-06-30,7771.278,1717.294,487.322,516.937,6.651891748049678,20438.672,11543.688,329.84371,8136.01,24.67,1.42,2025-12-30
CBRE,2022-03-31,7332.933,1580.739,392.297,376.952,5.140535171942796,21143.152,11860.327,337.140325,8469.971,25.12,1.4,2025-12-30
CBRE,2021-12-31,8550.217,1965.962,691.992,592.236,6.926561045175812,22073.491,12714.374,339.466153,8528.193,25.12,1.49,2025-12-30
CBRE,2021-09-30,6798.327,1539.38,435.743,409.665,6.025967859445419,19730.36,11329.681,340.337159,7962.593,23.4,1.42,2025-12-30
CBRE,2021-06-30,6458.613,1441.854,442.637,366.482,5.674314283887268,18458.352,10335.165,339.502871,7679.521,22.62,1.35,2025-12-30
CBRE,2021-03-31,5938.879,1219.333,266.202,269.084,4.530888741797905,17248.728,9592.945,339.580504,7230.37,21.29,1.33,2025-12-30
CBRE,2020-12-31,6910.501,1581.771,313.765,443.896,6.423499540771356,18039.143,10533.483,338.799615,7078.326,20.89,1.49,2025-12-30
CBRE,2020-09-30,5645.142,1080.563,184.132,211.408,3.744954511330273,16347.076,9752.774,337.665848,6553.096,19.41,1.49,2025-12-30
CBRE,2020-06-30,5381.384,989.247,81.897,94.165,1.7498286686101565,15700.414,9415.363,337.361419,6243.994,18.51,1.51,2025-12-30
CBRE,2020-03-31,5889.168,1176.494,172.195,220.29,3.740596294756746,15680.264,9510.717,339.737911,6129.343,18.04,1.55,2025-12-30
CBRE,2019-12-31,7119.407,1585.554,637.618,513.841,7.217469095389546,16197.196,9924.084,340.333005,6232.693,18.31,1.59,2025-12-30
CBRE,2019-09-30,5925.101,1237.765,256.599,316.63,5.343875150820214,15040.942,9481.962,341.100182,5511.829,16.16,1.72,2025-12-30
CBRE,2019-06-30,5714.073,1268.283,223.731,284.417,4.977482786796738,14719.135,9328.605,340.508931,5346.637,15.7,1.74,2025-12-30
CBRE,2019-03-31,5135.51,1113.476,164.409,144.987,2.823224957209703,14693.008,9488.792,340.158399,5089.379,14.96,1.86,2025-12-30
CBRE,2018-12-31,6293.748,1522.149,393.795,459.347,7.298465079949182,13456.793,8446.891,342.68372,4938.797,14.41,1.71,2025-12-30
CBRE,2018-09-30,5260.954,1162.05,290.469,189.717,3.6061330321458804,12977.116,8204.725,343.733947,4712.956,13.71,1.74,2025-12-30
CBRE,2018-06-30,5111.434,1152.686,228.667,225.316,4.408078046199951,12535.457,8018.586,343.471513,4453.577,12.97,1.8,2025-12-30
CBRE,2018-03-31,4673.952,1053.991,150.288,213.609,4.570200977673712,11907.442,7488.768,342.58981,4357.631,12.72,1.72,2025-12-30
CBRE,2017-12-31,5499.654,1348.851,168.4,406.187,7.385682808409403,11718.396,7543.782,341.728078,4019.43,11.76,1.88,2025-12-30
CBRE,2017-09-30,4638.596,1040.317,199.088,238.956,5.151472557644598,11652.014,7800.178,341.186431,3795.47,11.12,2.06,2025-12-30
CBRE,2017-06-30,4439.571,1030.031,201.777,228.328,5.143019449401756,10606.218,7023.192,340.882603,3539.693,10.38,1.98,2025-12-30
CBRE,2017-03-31,4050.966,904.489,137.02,205.211,5.06573000118984,9927.112,6668.873,339.690579,3211.945,9.46,2.08,2025-12-30
CBRE,2016-12-31,3823.831,1220.733,263.975,352.821,9.226898364493618,10779.587,7722.342,338.839469,3014.487,8.9,2.56,2025-12-30
CBRE,2016-09-30,3193.487,955.404,104.163,172.492,5.401368472769734,10776.77,7795.267,338.488975,2935.025,8.67,2.66,2025-12-30
CBRE,2016-06-30,3207.537,971.104,121.668,182.594,5.692654519651683,9922.572,7018.802,338.080641,2855.118,8.45,2.46,2025-12-30
CBRE,2016-03-31,2846.734,833.121,82.167,107.58,3.7790675208853375,9835.135,6968.437,337.506232,2817.595,8.35,2.47,2025-12-30
CBRE,2015-12-31,3700.242,1188.021,180.043,206.983,5.593769272388131,11017.943,8258.873,337.223824,2712.652,8.04,3.04,2025-12-30
CBRE,2015-09-30,2712.559,938.899,149.123,240.101,8.851457240192747,9555.464,6965.939,336.561877,2545.679,7.56,2.74,2025-12-30
CBRE,2015-06-30,2390.506,902.532,125.029,228.755,9.569312940440225,7460.259,4956.731,336.154524,2459.592,7.32,2.02,2025-12-30
CBRE,2015-03-31,2052.503,761.726,92.937,160.105,7.800475809292362,7625.66,5320.639,335.69859,2259.308,6.73,2.35,2025-12-30
CBRE,2014-12-31,2787.194,1080.851,204.277,288.627,10.355468618259081,7568.01,5266.612,335.106838,2259.83,6.74,2.33,2025-12-30
CBRE,2014-09-30,2275.076,846.09,107.099,185.14,8.137750123512358,7529.954,5347.116,334.293046,2145.935,6.42,2.49,2025-12-30
CBRE,2014-06-30,2126.806,812.333,105.464,206.006,9.686167896836853,7471.771,5297.496,333.91862,2132.782,6.39,2.48,2025-12-30
CBRE,2014-03-31,1860.842,699.382,67.663,112.481,6.044629259227812,6843.358,4815.1,333.349519,1989.556,5.97,2.42,2025-12-30
CDNS,2025-09-30,1338.838,1275.345,287.122,425.39,31.773074860438676,9599.271,4400.269,273.798,5199.002,18.99,0.85,2025-12-30
CDNS,2025-06-30,1275.441,1091.274,160.051,241.797,18.957913380548376,9508.698,4502.16,273.264,5006.538,18.32,0.9,2025-12-30
CDNS,2025-03-31,1242.366,1075.233,273.579,361.52,29.099315338636117,9013.486,4237.229,273.631,4776.257,17.46,0.89,2025-12-30
CDNS,2024-12-31,1355.981,1135.99,340.21,456.875,33.69331871169287,8974.482,4300.904,274.292,4673.578,17.04,0.92,2025-12-30
CDNS,2024-09-30,1215.499,1052.455,238.111,350.056,28.79936552806707,9167.031,4603.693,273.958,4563.338,16.66,1.01,2025-12-30
CDNS,2024-06-30,1060.681,921.411,229.52,293.876,27.70635091983358,7225.741,2964.849,273.52,4260.892,15.58,0.7,2025-12-30
CDNS,2024-03-31,1009.103,883.906,247.643,249.956,24.770117619311407,5722.13,2154.534,273.544,3567.596,13.04,0.6,2025-12-30
CDNS,2023-12-31,1068.623,964.524,323.899,336.528,31.491742176614203,5669.491,2265.22,272.419,3404.271,12.5,0.67,2025-12-30
CDNS,2023-09-30,1023.094,913.513,254.321,292.906,28.62943189970814,5431.375,2317.481,272.427,3113.894,11.43,0.74,2025-12-30
CDNS,2023-06-30,976.579,879.721,221.12,299.328,30.650669326291062,5155.124,2246.669,272.996,2908.455,10.65,0.77,2025-12-30
CDNS,2023-03-31,1021.69,897.218,241.804,322.463,31.561726159598315,5171.619,2230.743,273.159,2940.876,10.77,0.76,2025-12-30
CDNS,2022-12-31,899.877,806.362,240.392,211.117,23.460650733378007,5137.071,2391.958,272.997,2745.113,10.06,0.87,2025-12-30
CDNS,2022-09-30,902.554,814.905,186.305,260.752,28.890459739805042,4968.087,2259.959,274.957,2708.128,9.85,0.83,2025-12-30
CDNS,2022-06-30,857.521,764.873,186.92,282.888,32.98904633239302,4361.274,1736.045,275.172,2625.229,9.54,0.66,2025-12-30
CDNS,2022-03-31,901.766,803.923,235.335,318.929,35.36715733349893,4395.067,1634.884,276.918,2760.183,9.97,0.59,2025-12-30
CDNS,2021-12-31,773.036,703.31,176.579,195.68,25.313180757429148,4386.299,1645.624,278.253,2740.675,9.85,0.6,2025-12-30
CDNS,2021-09-30,750.895,674.308,176.307,194.034,25.840363832493225,4213.875,1582.613,278.311,2631.262,9.45,0.6,2025-12-30
CDNS,2021-06-30,728.285,651.568,155.9,185.438,25.462284682507537,4122.548,1605.805,278.558,2516.743,9.03,0.64,2025-12-30
CDNS,2021-03-31,736.028,652.067,187.169,203.937,27.70777742151114,3998.959,1456.527,280.14,2542.432,9.08,0.57,2025-12-30
CDNS,2020-12-31,759.909,686.373,173.738,184.979,24.34225677021854,3950.785,1457.767,280.173,2493.018,8.9,0.58,2025-12-30
CDNS,2020-09-30,666.607,584.323,161.63,169.272,25.393072680004856,4140.152,1744.434,280.024,2395.718,8.56,0.73,2025-12-30
CDNS,2020-06-30,638.418,563.203,131.288,151.95,23.80102064791406,3999.497,1742.866,279.08,2256.631,8.09,0.77,2025-12-30
CDNS,2020-03-31,617.957,543.494,123.988,138.284,22.377608798023164,3767.973,1609.979,279.265,2157.994,7.73,0.75,2025-12-30
CDNS,2019-12-31,599.555,526.227,659.675,108.899,18.16330445080101,3357.225,1254.331,279.557,2102.894,7.52,0.6,2025-12-30
CDNS,2019-09-30,579.603,518.628,101.514,120.826,20.84633792440688,2662.198,1181.936,280.666,1480.262,5.27,0.8,2025-12-30
CDNS,2019-06-30,580.419,518.95,107.235,133.675,23.030776042824236,2612.325,1181.78,281.054,1430.545,5.09,0.83,2025-12-30
CDNS,2019-03-31,576.742,506.157,120.555,128.396,22.262294058695222,2546.311,1180.474,280.615,1365.837,4.87,0.86,2025-12-30
CDNS,2018-12-31,569.85,493.726,98.425,113.69,19.950864262525226,2468.654,1180.253,280.321,1288.401,4.6,0.92,2025-12-30
CDNS,2018-09-30,532.468,472.014,99.318,103.63,19.462202423432018,2273.207,1015.79,281.646,1257.417,4.46,0.81,2025-12-30
CDNS,2018-06-30,518.391,459.431,75.149,93.056,17.950928932022354,2527.865,1339.877,280.774,1187.988,4.23,1.13,2025-12-30
CDNS,2018-03-31,517.313,454.104,72.885,85.833,16.592082549636295,2486.673,1344.375,281.651,1142.298,4.06,1.18,2025-12-30
CDNS,2017-12-31,501.722,441.438,-14.442,81.278,16.19980786172422,2418.714,1429.512,273.157,989.202,3.62,1.45,2025-12-30
CDNS,2017-09-30,485.398,430.916,81.157,80.385,16.560636838223477,2305.227,1294.487,281.4,1010.74,3.59,1.28,2025-12-30
CDNS,2017-06-30,479.001,418.169,69.127,82.69,17.263011977010486,2267.699,1315.906,279.526,951.793,3.41,1.38,2025-12-30
CDNS,2017-03-31,476.911,415.119,68.259,79.602,16.691164598845486,2191.198,1350.606,277.736,840.592,3.03,1.61,2025-12-30
CDNS,2016-12-31,468.98,392.932,38.477,53.117,11.326069341976204,2096.908,1355.138,278.917,741.77,2.66,1.83,2025-12-30
CDNS,2016-09-30,446.22,389.613,64.712,66.842,14.979606472143786,2194.087,1267.291,287.473,926.796,3.22,1.37,2025-12-30
CDNS,2016-06-30,453.021,391.238,49.335,66.906,14.768851775083276,2377.873,1302.48,295.201,1075.393,3.64,1.21,2025-12-30
CDNS,2016-03-31,447.862,385.808,50.562,58.036,12.958455952949793,2539.024,1304.972,303.434,1234.052,4.07,1.06,2025-12-30
CDNS,2015-12-31,441.079,380.177,80.374,81.84,18.554499307380308,2351.015,974.9,310.512,1376.115,4.43,0.71,2025-12-30
CDNS,2015-09-30,433.763,368.552,77.624,77.901,17.9593464633913,2331.14,946.578,313.186,1384.562,4.42,0.68,2025-12-30
CDNS,2015-06-30,415.883,364.128,58.16,76.404,18.37151314191732,2380.653,983.438,313.665,1397.215,4.45,0.7,2025-12-30
CDNS,2015-03-31,411.366,350.781,36.259,49.285,11.980815137857771,3062.565,1699.375,311.847,1363.19,4.37,1.25,2025-12-30
CDNS,2014-12-31,423.098,364.983,65.03,74.786,17.67581033235799,3209.556,1875.982,310.273,1333.574,4.3,1.41,2025-12-30
CDNS,2014-09-30,400.496,346.417,37.535,54.049,13.495515560704726,2705.941,1421.214,309.995,1284.727,4.14,1.11,2025-12-30
CDNS,2014-06-30,378.788,324.375,23.263,35.497,9.371205001214399,2785.833,1525.349,305.755,1260.484,4.12,1.21,2025-12-30
CDNS,2014-03-31,378.55,321.451,33.07,42.312,11.177387399286753,2524.22,1310.018,301.034,1214.202,4.03,1.08,2025-12-30
CDW,2025-09-30,5737.4,1255.5,291.0,443.3,7.726496322375989,15197.6,12657.9,131.8,2539.7,19.27,4.98,2025-12-30
CDW,2025-06-30,5976.6,1241.2,271.2,420.2,7.030753271090587,15265.7,12798.5,132.4,2467.2,18.63,5.19,2025-12-30
CDW,2025-03-31,5199.1,1122.3,224.9,361.4,6.9512030928429915,15018.5,12695.4,133.5,2323.1,17.4,5.46,2025-12-30
CDW,2024-12-31,5186.0,1155.3,264.2,408.6,7.878904743540301,14678.4,12325.7,134.4,2352.7,17.51,5.24,2025-12-30
CDW,2024-09-30,5516.6,1200.7,316.4,481.6,8.730014864227966,14376.7,12027.4,134.9,2349.3,17.42,5.12,2025-12-30
CDW,2024-06-30,5423.4,1183.1,281.1,433.1,7.985765387026589,13638.7,11463.8,135.6,2174.9,16.04,5.27,2025-12-30
CDW,2024-03-31,4872.7,1063.3,216.1,328.0,6.731380959221786,13192.8,11054.1,136.0,2138.7,15.73,5.17,2025-12-30
CDW,2023-12-31,5018.5,1153.8,296.1,435.0,8.66792866394341,13284.6,11242.1,135.9,2042.5,15.03,5.5,2025-12-30
CDW,2023-09-30,5628.3,1227.7,315.5,478.4,8.499902279551552,12875.3,11065.3,135.9,1810.0,13.32,6.11,2025-12-30
CDW,2023-06-30,5626.1,1181.5,262.6,412.2,7.326567249071293,12985.9,11372.7,136.1,1613.2,11.85,7.05,2025-12-30
CDW,2023-03-31,5103.1,1089.4,230.1,355.3,6.962434598577335,12768.1,11199.2,137.3,1568.9,11.43,7.14,2025-12-30
CDW,2022-12-31,5438.3,1181.1,287.2,446.6,8.212125112627108,13131.5,11528.2,137.4,1603.3,11.67,7.19,2025-12-30
CDW,2022-09-30,6215.5,1233.2,297.8,466.4,7.503821092430214,13475.6,12149.6,137.1,1326.0,9.67,9.16,2025-12-30
CDW,2022-06-30,6145.8,1168.2,279.3,435.3,7.082885873279313,13653.1,12546.9,136.8,1106.2,8.09,11.34,2025-12-30
CDW,2022-03-31,5949.1,1104.1,250.2,386.9,6.503504731808173,13513.8,12620.7,136.7,893.1,6.53,14.13,2025-12-30
CDW,2021-12-31,5536.9,975.6,215.3,339.3,6.127977749282089,13199.4,12493.7,137.7,705.7,5.12,17.7,2025-12-30
CDW,2021-09-30,5300.0,914.9,266.6,386.4,7.290566037735849,9011.6,8174.6,139.4,837.0,6.0,9.77,2025-12-30
CDW,2021-06-30,5146.4,882.8,274.1,369.9,7.187548577646511,8990.9,7942.1,141.7,1048.8,7.4,7.57,2025-12-30
CDW,2021-03-31,4837.5,795.2,232.6,323.4,6.685271317829457,9053.5,7883.2,143.1,1170.3,8.18,6.74,2025-12-30
CDW,2020-12-31,4956.2,880.9,238.3,332.2,6.702715790323231,9344.7,8047.6,145.1,1297.1,8.94,6.2,2025-12-30
CDW,2020-09-30,4756.4,825.5,193.2,317.8,6.681523841560845,9223.7,7985.2,144.8,1238.5,8.55,6.45,2025-12-30
CDW,2020-06-30,4365.7,747.2,189.1,283.4,6.4915133884600404,8749.5,7693.9,144.3,1055.6,7.32,7.29,2025-12-30
CDW,2020-03-31,4389.2,756.5,167.9,245.8,5.600109359336553,8222.4,7332.7,144.9,889.7,6.14,8.24,2025-12-30
CDW,2019-12-31,4536.9,777.5,185.6,283.8,6.255372611254381,7999.4,7039.1,146.4,960.3,6.56,7.33,2025-12-30
CDW,2019-09-30,4907.7,816.5,201.7,320.6,6.532591641705891,7703.1,6768.0,147.2,935.1,6.35,7.24,2025-12-30
CDW,2019-06-30,4629.9,773.8,196.6,300.3,6.486101211689238,7921.9,6985.8,148.3,936.1,6.31,7.46,2025-12-30
CDW,2019-03-31,3957.9,672.1,152.9,228.9,5.783369968922914,7679.5,6752.2,149.2,927.3,6.22,7.28,2025-12-30
CDW,2018-12-31,4074.8,693.8,159.3,242.9,5.961028762147835,7167.7,6192.5,151.9,975.2,6.42,6.35,2025-12-30
CDW,2018-09-30,4373.2,713.6,183.7,274.8,6.283728162443977,7375.4,6214.7,153.7,1160.7,7.55,5.35,2025-12-30
CDW,2018-06-30,4186.1,695.6,173.0,265.5,6.342418957979981,7330.1,6261.2,153.9,1068.9,6.95,5.86,2025-12-30
CDW,2018-03-31,3606.4,603.9,127.0,204.1,5.659383318544809,7027.9,6031.0,154.8,996.9,6.44,6.05,2025-12-30
CDW,2017-12-31,3838.5,614.3,195.2,221.5,5.770483261690765,6966.7,5981.1,155.3,985.6,6.35,6.07,2025-12-30
CDW,2017-09-30,3933.2,642.2,129.3,244.0,6.2036001220380355,7101.8,6295.3,156.2,806.5,5.16,7.81,2025-12-30
CDW,2017-06-30,3891.7,640.8,140.9,230.8,5.9305701878356505,7041.6,6192.5,159.0,849.1,5.34,7.29,2025-12-30
CDW,2017-03-31,3256.0,553.5,58.2,170.7,5.242628992628993,6774.7,5867.4,162.8,907.3,5.57,6.47,2025-12-30
CDW,2016-12-31,3492.4,577.9,103.2,197.2,5.646546787309586,6948.4,5902.9,163.3,1045.5,6.4,5.65,2025-12-30
CDW,2016-09-30,3708.2,614.3,125.9,237.5,6.404724664257591,6772.8,5782.3,164.9,990.5,6.01,5.84,2025-12-30
CDW,2016-06-30,3664.6,610.5,117.5,223.5,6.0988921028215906,6887.9,5874.5,166.7,1013.4,6.08,5.8,2025-12-30
CDW,2016-03-31,3116.7,524.5,77.8,161.0,5.165720152725639,6717.9,5678.0,168.9,1039.9,6.16,5.46,2025-12-30
CDW,2015-12-31,3418.4,557.6,89.3,179.9,5.2626959981277786,6755.3,5659.4,170.1,1095.9,6.44,5.16,2025-12-30
CDW,2015-09-30,3501.1,567.2,150.9,204.6,5.843877638456485,6741.5,5665.8,171.0,1075.7,6.29,5.27,2025-12-30
CDW,2015-06-30,3314.0,534.5,108.2,205.9,6.213035606517804,6251.2,5255.4,172.5,995.8,5.77,5.28,2025-12-30
CDW,2015-03-31,2755.2,456.5,54.7,151.6,5.50232288037166,6088.6,5113.1,173.5,975.5,5.62,5.24,2025-12-30
CDW,2014-12-31,3050.1,491.9,51.8,164.3,5.3867086325038525,6075.9,5139.4,173.2,936.5,5.41,5.49,2025-12-30
CDW,2014-09-30,3266.1,507.3,55.6,184.7,5.655062612902238,6107.4,5213.4,173.0,894.0,5.17,5.83,2025-12-30
CDW,2014-06-30,3106.0,496.9,86.6,188.2,6.059240180296201,6045.3,5200.5,172.7,844.8,4.89,6.16,2025-12-30
CDW,2014-03-31,2652.3,425.2,50.9,135.8,5.12008445500132,5912.5,5157.7,169.6,754.8,4.45,6.83,2025-12-30
COF,2025-09-30,19718.0,12645.0,3193.0,4382.0,22.223349224059234,661877.0,548064.0,639.5,113813.0,177.97,4.82,2025-12-30
COF,2025-06-30,16410.0,1147.0,-4277.0,-5929.0,-36.13040828762949,658968.0,548012.0,505.6,110956.0,219.45,4.94,2025-12-30
COF,2025-03-31,13405.0,7631.0,1404.0,1729.0,12.898172323759791,493604.0,430062.0,384.0,63542.0,165.47,6.77,2025-12-30
COF,2024-12-31,13809.0,7548.0,1096.0,1459.0,10.565573176913608,490144.0,429360.0,383.4,60784.0,158.54,7.06,2025-12-30
COF,2024-09-30,13798.0,7532.0,1777.0,2218.0,16.074793448325845,486433.0,423508.0,383.7,62925.0,164.0,6.73,2025-12-30
COF,2024-06-30,13240.0,5597.0,597.0,651.0,4.9169184290030215,480018.0,422037.0,383.9,57981.0,151.03,7.28,2025-12-30
COF,2024-03-31,13091.0,6719.0,1280.0,1582.0,12.08463830112291,481720.0,423919.0,383.4,57801.0,150.76,7.33,2025-12-30
COF,2023-12-31,13132.0,6649.0,706.0,932.0,7.097167225098995,478464.0,420375.0,382.8,58089.0,151.75,7.24,2025-12-30
COF,2023-09-30,12816.0,7082.0,1790.0,2222.0,17.337702871410738,471435.0,417767.0,383.3,53668.0,140.02,7.78,2025-12-30
COF,2023-06-30,12065.0,6522.0,1431.0,1728.0,14.322420223787816,467800.0,413241.0,383.7,54559.0,142.19,7.57,2025-12-30
COF,2023-03-31,11471.0,6108.0,960.0,1163.0,10.138610408857119,471660.0,417007.0,383.8,54653.0,142.4,7.63,2025-12-30
COF,2022-12-31,11001.0,6624.0,1232.0,1544.0,14.035087719298245,455249.0,402667.0,383.7,52582.0,137.04,7.66,2025-12-30
COF,2022-09-30,8805.0,7136.0,1616.0,2190.0,24.87223168654174,444232.0,393371.0,384.6,50861.0,132.24,7.73,2025-12-30
COF,2022-06-30,8232.0,8232.0,1949.0,2560.0,31.09815354713314,440288.0,386878.0,392.6,53410.0,136.04,7.24,2025-12-30
COF,2022-03-31,8173.0,8173.0,2403.0,2950.0,36.09445735959868,434195.0,377850.0,412.2,56345.0,136.69,6.71,2025-12-30
COF,2021-12-31,8118.0,8118.0,2425.0,3110.0,38.30992855383099,432381.0,371352.0,424.3,61029.0,143.83,6.08,2025-12-30
COF,2021-09-30,8212.0,8172.0,3104.0,3986.0,48.538723818801756,425377.0,361833.0,440.5,63544.0,144.25,5.69,2025-12-30
COF,2021-06-30,7770.0,8534.0,3536.0,4568.0,58.790218790218795,423420.0,358796.0,452.3,64624.0,142.88,5.55,2025-12-30
COF,2021-03-31,7552.0,7936.0,3325.0,4196.0,55.561440677966104,425175.0,363987.0,460.1,61188.0,132.99,5.95,2025-12-30
COF,2020-12-31,7855.0,7073.0,2566.0,3064.0,39.00700190961171,19361.0,361398.0,460.2,60204.0,130.82,6.0,2025-12-30
COF,2020-09-30,8041.0,7050.0,2406.0,3502.0,43.551797040169134,421883.0,363459.0,458.5,58424.0,127.42,6.22,2025-12-30
COF,2020-06-30,7414.0,2310.0,-918.0,-1460.0,-19.692473698408417,421296.0,365251.0,456.7,56045.0,122.72,6.52,2025-12-30
COF,2020-03-31,8333.0,1826.0,-1340.0,-1903.0,-22.83691347653906,396878.0,340048.0,457.6,56830.0,124.19,5.98,2025-12-30
COF,2019-12-31,8631.0,5609.0,1176.0,1448.0,16.77673502491021,390365.0,332354.0,463.4,58011.0,125.19,5.73,2025-12-30
COF,2019-09-30,8297.0,5576.0,1333.0,1704.0,20.53754369049054,378810.0,320575.0,471.8,58235.0,123.43,5.5,2025-12-30
COF,2019-06-30,8454.0,5782.0,1625.0,2003.0,23.692926425360774,373619.0,317852.0,473.0,55767.0,117.9,5.7,2025-12-30
COF,2019-03-31,8384.0,5390.0,1412.0,1719.0,20.50333969465649,373191.0,319710.0,471.6,53481.0,113.4,5.98,2025-12-30
COF,2018-12-31,7742.0,4876.0,1261.0,1243.0,16.055282872642728,372538.0,320870.0,472.7,51668.0,109.3,6.21,2025-12-30
COF,2018-09-30,8071.0,5694.0,1502.0,1921.0,23.80126378391773,362909.0,312271.0,480.9,50638.0,105.3,6.17,2025-12-30
COF,2018-06-30,8237.0,5916.0,1906.0,2492.0,30.253733155274983,363989.0,314063.0,488.3,49926.0,102.24,6.29,2025-12-30
COF,2018-03-31,7828.0,5235.0,1346.0,1662.0,21.231476750127747,362857.0,313654.0,490.8,49203.0,100.25,6.37,2025-12-30
COF,2017-12-31,7804.0,5087.0,-971.0,1308.0,16.760635571501794,365693.0,316963.0,485.7,48730.0,100.33,6.5,2025-12-30
COF,2017-09-30,7705.0,5152.0,1107.0,1585.0,20.57105775470474,361402.0,311248.0,489.0,50154.0,102.56,6.21,2025-12-30
COF,2017-06-30,7359.0,4904.0,1036.0,1490.0,20.24731621144177,350593.0,301456.0,488.1,49137.0,100.67,6.14,2025-12-30
