Date,Open,High,Low,Close,Volume,Symbol,ma_10,ma_30,ma_50,ma_100,ma_200,RSI Options Rate,macd,MACD Signal,fi,fib_0%,fib_23.6%,fib_38.2%,fib_50%,fib_61.8%,fib_76.4%,fib_100%,fib_signal,SentimentScore,Fundamental_Weight,Monthly Return (%),combined_signal,final_trade,Buy Streak,Sell Streak,trade_value,Adj Close
2025-12-23,81.59,81.71,80.1,80.66,3.42,FTNT,81.2,81.63,82.73,82.28,91.71,44.41,-0.49,-0.33,46.69,81.83,81.06,80.58,80.2,79.82,79.34,78.57,-1,,,,-17.52,HOLD,0,0,0,
2025-12-23,309.62,314.94,309.32,314.35,12.38,GOOGL,308.72,305.67,290.25,258.48,213.33,45.82,4.51,6.64,-21.0,321.31,315.37,311.69,308.71,305.74,302.06,296.12,1,,,,88.76,BUY,26,0,50,
2025-12-23,34.75,35.14,34.1,34.8,4.04,HIMS,36.11,37.03,41.36,46.23,45.77,40.82,-1.58,-1.59,29.43,36.27,35.81,35.52,35.29,35.06,34.77,34.31,0,,,,-41.16,SELL,0,47,-50,
2025-12-23,120.0,121.15,116.75,120.24,6.12,HOOD,121.01,123.07,128.66,124.05,95.1,36.77,-2.22,-1.76,-32.43,124.55,122.44,121.13,120.07,119.01,117.7,115.59,0,,,,-1.72,HOLD,0,0,0,
2025-12-23,396.87,398.79,386.42,397.0,14.11,HUBS,385.58,378.38,409.11,441.77,510.28,62.76,-2.55,-7.52,57.84,403.0,397.92,394.77,392.23,389.69,386.54,381.46,-1,,,,6.48,HOLD,0,0,0,
2025-12-23,301.34,305.13,300.65,303.78,3.01,IBM,305.58,304.15,300.9,279.08,268.03,52.23,0.77,1.87,-0.97,306.86,304.84,303.6,302.59,301.58,300.34,298.32,1,,,,38.48,HOLD,0,0,0,
2025-12-23,671.64,676.0,666.4,674.14,5.43,INTU,668.36,656.16,659.28,672.4,678.93,60.64,4.61,2.54,-7.16,679.26,671.93,667.4,663.74,660.07,655.54,648.21,1,,,,64.48,BUY,3,0,50,
2025-12-23,250.79,251.92,248.63,250.38,13.79,IT,244.36,234.78,237.98,243.4,326.67,78.58,4.21,1.86,90.89,253.7,251.93,250.83,249.94,249.05,247.95,246.18,1,,,,35.48,HOLD,0,0,0,
2025-12-23,142.4,144.76,141.88,144.1,10.81,LYV,140.58,136.12,141.66,151.64,144.9,66.02,0.61,-0.43,47.46,144.5,142.27,140.89,139.78,138.66,137.28,135.05,0,,,,23.76,HOLD,0,0,0,
2025-12-23,814.38,825.88,813.0,825.73,3.67,MCK,815.69,834.93,825.4,766.84,732.75,60.3,-3.68,-3.34,20.45,825.61,819.85,816.29,813.41,810.53,806.97,801.21,1,,,,45.84,HOLD,0,0,0,
2025-12-23,660.05,666.0,658.25,664.94,4.13,META,654.93,636.17,658.85,704.81,670.78,61.15,3.37,0.47,4.73,673.58,669.58,667.11,665.12,663.12,660.65,656.65,1,,,,23.76,HOLD,0,0,0,
2025-12-23,104.56,105.39,104.32,105.04,14.48,MRK,100.37,98.31,93.04,87.68,83.81,59.94,2.53,2.4,45.23,100.94,99.96,99.35,98.87,98.38,97.77,96.79,0,,,,100.84,BUY,12,0,50,
2025-12-23,84.4,88.05,84.31,87.68,7.82,MRVL,85.74,87.14,87.63,81.75,73.82,31.49,-0.73,-0.14,-2.96,87.18,85.76,84.89,84.18,83.47,82.6,81.18,0,,,,41.48,HOLD,0,0,0,
2025-12-23,275.7,281.86,272.32,276.27,12.02,MU,252.62,239.79,230.94,187.57,143.18,65.7,10.18,7.47,83.79,264.75,254.59,248.3,243.22,238.14,231.85,221.69,0,,,,92.48,BUY,4,0,50,
2025-12-23,155.5,156.09,151.63,154.36,27.8,NOW,160.27,164.4,171.42,176.62,181.75,34.88,-4.34,-3.46,-30.62,157.16,155.74,154.86,154.15,153.45,152.57,151.15,-1,,,,-27.52,SELL,0,7,-50,
2025-12-23,182.96,189.33,182.9,189.21,6.49,NVDA,179.27,182.18,185.67,182.55,158.31,60.42,-1.07,-2.06,36.99,178.49,176.56,175.37,174.4,173.43,172.24,170.31,0,,,,65.48,BUY,2,0,50,
2025-12-23,90.04,90.9,88.41,89.06,2.92,OKTA,89.83,85.08,86.31,89.08,97.09,58.22,1.46,1.07,13.12,91.93,91.09,90.57,90.16,89.74,89.22,88.39,1,,,,48.48,HOLD,4,0,0,
2025-12-23,196.43,197.17,192.19,195.34,11.05,ORCL,192.96,206.55,232.58,250.19,213.54,43.14,-11.03,-12.14,-69.24,198.8,193.67,190.5,187.94,185.37,182.2,177.07,-1,,,,-19.52,HOLD,0,9,0,
2025-12-23,189.5,189.72,187.29,188.12,1.96,PANW,188.18,193.12,201.53,197.46,192.3,41.68,-3.62,-3.97,80.51,190.52,188.79,187.72,186.86,185.99,184.92,183.19,-1,,,,-7.52,HOLD,0,0,0,
2025-12-23,192.82,195.37,191.74,194.13,1.53,PLTR,187.45,176.92,180.64,176.18,148.07,68.48,4.16,2.4,-6.62,198.88,193.6,190.33,187.69,185.05,181.78,176.5,0,,,,66.48,BUY,4,0,50,
2025-12-23,777.36,792.75,777.0,785.17,8.81,REGN,754.43,735.82,686.44,629.52,600.13,70.59,21.44,20.25,64.59,757.35,753.07,750.43,748.29,746.15,743.51,739.23,0,,,,75.84,BUY,9,0,50,
2025-12-23,212.91,213.87,212.64,213.06,19.0,RSG,212.9,213.23,213.84,221.65,232.13,44.84,-0.27,-0.36,23.86,216.72,215.41,214.61,213.96,213.3,212.5,211.19,-1,,,,-3.6,HOLD,0,2,0,
2025-12-23,185.75,188.0,185.26,185.76,4.95,RTX,180.18,175.13,173.79,166.01,150.85,81.42,3.03,1.9,35.54,182.28,180.93,180.09,179.41,178.73,177.89,176.54,0,,,,74.4,BUY,11,0,50,
2025-12-23,10.72,10.95,10.52,10.86,1.36,SERV,11.06,10.62,11.76,11.69,10.35,44.39,-0.16,-0.07,-51.23,11.22,10.82,10.57,10.37,10.17,9.92,9.52,-1,,,,23.48,HOLD,0,0,0,
2025-12-23,224.3,226.18,219.7,225.1,4.27,SNOW,220.29,239.24,246.75,232.75,208.97,24.92,-7.67,-8.03,-17.12,226.86,223.33,221.15,219.39,217.62,215.44,211.91,-1,,,,18.48,HOLD,0,0,0,
2025-12-23,27.07,27.34,26.83,27.19,3.97,SOFI,26.72,27.67,28.16,26.89,20.85,40.17,-0.39,-0.39,-18.03,27.62,27.04,26.68,26.4,26.11,25.75,25.17,-1,,,,19.28,HOLD,0,0,0,
2025-12-23,11.06,11.15,10.77,11.0,4.44,SOUN,11.3,11.8,14.13,14.53,12.22,40.76,-0.7,-0.77,-28.71,11.52,11.36,11.25,11.17,11.08,10.98,10.81,0,,,,-28.52,SELL,0,8,-50,
2025-12-23,162.78,163.85,158.04,162.39,12.66,TEAM,162.07,155.41,157.74,162.11,185.37,60.74,2.14,1.56,-1.29,166.0,164.7,163.9,163.25,162.59,161.79,160.49,1,,,,,HOLD,0,0,0,
2025-12-23,37.06,37.3,35.87,36.68,15.07,TOST,35.87,35.11,35.98,38.47,39.31,59.33,0.25,-0.06,-29.17,37.43,37.12,36.93,36.78,36.63,36.44,36.13,1,,,,21.28,HOLD,0,0,0,
2025-12-23,489.3,491.94,482.84,485.56,8.63,TSLA,472.86,440.0,442.21,410.11,353.55,64.41,15.01,11.29,5.9,498.83,491.04,486.22,482.33,478.44,473.62,465.83,1,,,,45.28,HOLD,4,0,0,
2025-12-23,37.09,37.62,36.79,37.44,7.46,TTD,37.22,39.23,43.52,48.62,57.59,41.28,-1.66,-1.93,60.13,38.0,37.72,37.55,37.41,37.26,37.09,36.81,-1,,,,-41.24,SELL,0,39,-50,
2025-12-23,568.62,578.65,565.0,572.82,4.54,UI,565.07,562.33,631.33,596.74,483.53,54.35,-12.25,-16.63,-13.63,580.49,572.35,567.31,563.24,559.18,554.14,546.0,-1,,,,50.48,BUY,2,0,50,
2025-12-23,324.0,327.8,323.77,324.8,2.44,UNH,331.94,325.99,334.34,325.17,348.67,37.13,-0.38,-0.11,53.17,334.6,331.54,329.65,328.12,326.6,324.71,321.65,0,,,,-7.16,HOLD,0,0,0,
2025-12-23,48.85,49.76,47.7,48.9,9.06,UPST,47.76,43.45,45.04,54.21,55.03,61.63,1.13,0.8,-48.92,49.54,48.44,47.76,47.22,46.67,45.99,44.89,0,,,,4.28,HOLD,0,0,0,
2025-12-23,816.69,821.3,811.71,817.85,3.71,URI,813.49,811.53,852.31,893.93,794.16,51.31,-8.14,-12.71,-25.86,821.58,814.79,810.59,807.2,803.8,799.6,792.81,-1,,,,9.4,HOLD,0,0,0,
2025-12-23,165.53,167.96,161.83,166.26,3.26,VRT,164.07,170.45,175.88,158.13,130.53,41.42,-3.7,-2.5,68.23,185.4,176.53,171.05,166.61,162.18,156.69,147.82,0,,,,34.48,HOLD,0,0,0,
2025-12-23,105.12,105.78,102.3,104.71,7.51,WIX,103.32,106.03,118.56,133.35,147.02,53.69,-3.64,-5.59,7.78,106.86,105.72,105.01,104.44,103.87,103.16,102.02,-1,,,,-9.52,HOLD,0,13,0,
2025-12-22,137.62,139.19,137.21,138.52,16.77,A,139.58,145.63,145.1,134.83,124.21,27.04,-2.38,-1.36,10.32,143.37,141.68,140.64,139.8,138.96,137.92,136.23,0,,,,29.52,HOLD,0,0,0,
2025-12-22,272.86,273.88,270.51,270.97,5.48,AAPL,274.97,275.15,269.93,253.35,229.7,17.73,0.6,2.07,17.45,274.6,272.79,271.68,270.78,269.87,268.76,266.95,1,,,,39.28,HOLD,0,0,0,
2025-12-22,355.59,359.57,354.7,357.53,9.45,ADBE,351.72,334.93,337.53,344.51,364.49,75.36,6.59,4.2,28.42,358.34,354.93,352.82,351.11,349.4,347.29,343.88,1,,,,40.28,HOLD,0,0,0,
2025-12-22,14.56,15.03,14.51,14.62,5.8,AI,14.91,14.54,15.76,16.91,20.22,52.29,-0.26,-0.25,-3.35,14.58,14.38,14.25,14.15,14.05,13.92,13.72,-1,,,,-33.72,SELL,0,38,-50,
2025-12-22,220.0,220.17,213.31,214.95,3.79,AMD,211.95,220.65,229.74,200.13,159.17,49.73,-4.66,-4.5,-71.63,211.5,208.2,206.16,204.51,202.87,200.83,197.53,0,,,,19.28,HOLD,0,0,0,
2025-12-22,228.61,229.48,226.71,228.43,11.27,AMZN,226.51,229.98,229.51,227.58,215.79,40.33,-1.39,-1.31,-11.19,229.23,227.29,226.08,225.11,224.14,222.93,220.99,-1,,,,28.36,HOLD,0,0,0,
2025-12-22,133.43,134.0,130.22,130.73,9.74,ANET,128.24,127.96,136.3,138.39,114.68,55.64,-1.76,-2.55,29.3,127.84,126.37,125.47,124.73,124.0,123.1,121.63,0,,,,34.28,HOLD,0,0,0,
2025-12-22,731.97,738.01,722.03,733.6,2.68,APP,697.45,628.73,620.01,577.83,451.77,65.46,29.34,25.44,-8.52,723.49,707.09,696.94,688.74,680.55,670.4,654.0,0,,,,59.28,BUY,3,0,50,
2025-12-22,346.03,346.24,337.22,341.45,11.93,AVGO,360.44,365.37,361.86,341.97,283.87,35.54,-6.79,0.25,-42.71,414.61,392.62,379.01,368.01,357.02,343.41,321.42,0,,,,-7.72,HOLD,0,0,0,
2025-12-22,174.78,177.29,172.9,174.7,9.68,BIIB,173.87,173.28,163.51,151.86,140.19,40.85,2.17,3.65,85.62,175.94,174.2,173.12,172.25,171.38,170.3,168.56,1,,,,54.2,BUY,2,0,50,
2025-12-22,1066.33,1090.96,1065.77,1088.21,6.53,BLK,1077.43,1054.76,1079.78,1102.91,1034.59,66.38,2.63,-0.06,63.09,1083.75,1077.54,1073.7,1070.6,1067.5,1063.66,1057.45,1,,,,17.96,HOLD,0,0,0,
2025-12-22,584.49,585.79,575.69,582.41,16.83,CAT,589.82,576.09,562.8,502.46,425.8,49.98,6.07,10.57,-31.13,627.5,610.97,600.74,592.48,584.22,573.99,557.46,1,,,,44.52,HOLD,0,0,0,
2025-12-22,251.68,254.87,247.43,247.9,4.19,COIN,256.84,266.3,293.38,309.32,284.27,40.37,-12.08,-11.7,-34.96,259.55,254.72,251.74,249.32,246.91,243.93,239.1,0,,,,-27.04,SELL,0,25,-50,
2025-12-22,260.62,264.63,258.41,264.63,5.9,CRM,259.69,245.0,247.32,245.64,256.52,79.37,5.32,4.1,63.2,261.55,260.12,259.24,258.52,257.81,256.93,255.5,0,,,,60.28,BUY,2,0,50,
2025-12-22,84.99,87.31,84.18,84.83,26.33,CRWV,78.67,79.1,98.78,106.8,0.0,56.75,-4.8,-6.18,3.03,91.22,84.75,80.75,77.51,74.27,70.27,63.8,-1,,,,-12.72,HOLD,0,0,0,
2025-12-22,125.17,128.77,124.55,128.16,16.08,CVLT,123.35,123.43,136.42,159.85,164.65,62.22,-2.59,-4.41,34.71,125.65,123.84,122.73,121.83,120.92,119.81,118.0,0,,,,-12.72,HOLD,0,39,0,
2025-12-22,235.86,235.98,232.0,234.89,3.75,DASH,227.86,212.63,228.76,243.61,225.64,66.53,3.06,0.32,73.24,239.0,234.79,232.19,230.09,227.99,225.39,221.18,1,,,,32.36,HOLD,0,0,0,
2025-12-22,48.4,49.43,47.88,49.21,8.25,DOCN,47.39,46.44,44.42,39.2,34.71,62.71,0.82,0.96,-46.93,51.9,49.99,48.81,47.86,46.9,45.72,43.81,1,,,,,HOLD,0,0,0,
2025-12-22,257.9,262.62,257.78,260.4,26.08,FFIV,259.69,244.67,260.04,291.1,285.5,75.02,1.74,-0.5,21.74,266.25,262.9,260.82,259.14,257.47,255.39,252.04,1,,,,17.28,HOLD,0,0,0,
2025-12-22,1734.04,1767.9,1733.0,1742.63,9.61,FICO,1778.21,1770.82,1716.07,1608.57,1708.25,44.14,10.69,20.31,-5.09,1858.91,1827.64,1808.29,1792.65,1777.01,1757.66,1726.39,0,,,,12.28,HOLD,0,0,0,
2025-12-22,81.35,81.83,80.13,81.74,6.67,FTNT,81.49,81.68,82.8,82.44,91.78,46.64,-0.46,-0.29,47.2,87.11,85.09,83.85,82.84,81.83,80.59,78.57,0,,,,2.28,HOLD,0,0,0,
2025-12-22,309.88,310.13,305.3,309.78,13.72,GOOGL,308.99,304.85,288.85,257.22,212.58,45.14,4.34,7.17,-25.5,321.31,315.37,311.69,308.71,305.74,302.06,296.12,1,,,,63.04,BUY,2,0,50,
2025-12-22,35.97,36.27,34.78,35.05,6.41,HIMS,36.61,37.24,41.76,46.51,45.77,45.11,-1.57,-1.59,29.41,37.61,36.83,36.35,35.96,35.57,35.09,34.31,0,,,,-42.8,SELL,0,46,-50,
2025-12-22,123.51,124.55,121.07,122.37,6.17,HOOD,122.56,123.6,129.07,123.85,94.68,46.82,-2.21,-1.64,-31.09,124.7,122.55,121.22,120.14,119.07,117.74,115.59,-1,,,,-12.04,HOLD,0,8,0,
2025-12-22,391.25,403.0,390.01,401.0,12.65,HUBS,384.46,378.02,410.17,442.78,511.23,66.48,-3.8,-8.77,60.32,405.0,399.44,396.01,393.23,390.45,387.02,381.46,-1,,,,-5.72,HOLD,0,0,0,
2025-12-22,301.03,303.18,298.32,302.79,5.02,IBM,306.25,304.33,300.34,278.51,267.78,51.96,0.9,2.15,-1.62,306.86,304.23,302.6,301.28,299.96,298.33,295.7,1,,,,27.28,HOLD,0,0,0,
2025-12-22,675.22,679.26,671.0,675.21,9.17,INTU,666.52,655.47,658.92,673.41,678.44,64.63,4.19,2.02,-5.58,676.54,669.85,665.72,662.38,659.03,654.9,648.21,1,,,,53.28,BUY,1,0,50,
2025-12-22,251.0,253.7,249.64,250.46,11.75,IT,242.26,234.05,237.88,244.18,327.77,80.74,3.91,1.27,91.95,256.9,254.37,252.8,251.54,250.28,248.71,246.18,1,,,,34.28,HOLD,0,0,0,
2025-12-22,141.57,143.12,140.92,141.75,14.01,LYV,140.08,136.1,141.86,151.66,144.79,71.75,0.23,-0.69,46.19,144.5,142.27,140.89,139.78,138.66,137.28,135.05,-1,,,,-17.96,HOLD,0,42,0,
2025-12-22,819.0,823.52,813.67,818.4,5.93,MCK,812.62,836.03,824.26,765.56,731.9,45.12,-4.68,-3.25,19.56,825.61,819.85,816.29,813.41,810.53,806.97,801.21,-1,,,,34.2,HOLD,0,0,0,
2025-12-22,661.65,673.58,656.65,661.5,12.99,META,654.08,635.05,659.85,705.65,670.44,56.22,2.68,-0.26,4.5,662.54,656.77,653.2,650.31,647.43,643.86,638.09,1,,,,10.04,HOLD,0,0,0,
2025-12-22,100.63,104.95,100.4,104.72,20.73,MRK,99.47,97.68,92.64,87.41,83.74,61.84,2.31,2.36,48.16,100.94,99.96,99.35,98.87,98.38,97.77,96.79,0,,,,73.2,BUY,8,0,50,
2025-12-22,86.58,87.35,84.45,84.8,5.84,MRVL,85.86,87.32,87.66,81.61,73.71,39.42,-0.91,0.0,-5.94,87.18,85.76,84.89,84.18,83.47,82.6,81.18,-1,,,,-4.72,HOLD,0,0,0,
2025-12-22,277.15,279.99,268.29,276.59,22.08,MU,250.23,239.02,229.27,185.85,142.24,63.33,8.65,6.79,100.0,264.75,254.59,248.3,243.22,238.14,231.85,221.69,0,,,,75.28,EARNING,3,0,50,
2025-12-22,156.86,157.16,153.15,156.68,29.74,NOW,161.93,165.03,172.02,176.91,181.77,39.7,-4.15,-3.24,-31.14,161.93,159.39,157.81,156.54,155.27,153.69,151.15,0,,,,-35.72,SELL,0,35,-50,
2025-12-22,183.92,184.16,182.35,183.69,2.14,NVDA,178.85,182.51,185.65,182.39,157.9,52.63,-2.0,-2.3,32.01,178.49,176.56,175.37,174.4,173.43,172.24,170.31,0,,,,54.28,BUY,1,0,50,
2025-12-22,89.81,91.93,89.5,90.94,5.55,OKTA,89.7,84.97,86.34,89.15,97.17,73.71,1.55,0.97,13.98,92.84,91.79,91.14,90.61,90.09,89.44,88.39,1,,,,35.28,HOLD,0,0,0,
2025-12-22,196.82,198.8,192.83,198.38,19.07,ORCL,195.58,208.06,234.83,250.68,213.3,48.55,-11.85,-12.41,-69.18,189.8,186.8,184.94,183.44,181.93,180.07,177.07,0,,,,-21.72,SELL,0,37,-50,
2025-12-22,188.49,190.52,186.65,189.49,4.06,PANW,188.87,194.07,202.03,197.31,192.23,49.45,-3.82,-4.06,80.76,193.66,191.19,189.66,188.43,187.19,185.66,183.19,-1,,,,-2.72,HOLD,0,8,0,
2025-12-22,195.04,198.88,192.43,193.98,4.48,PLTR,186.22,176.9,180.3,175.79,147.48,71.54,3.7,1.96,-4.63,188.5,185.67,183.92,182.5,181.08,179.33,176.5,0,,,,55.28,BUY,3,0,50,
2025-12-22,765.84,783.6,765.09,779.36,9.43,REGN,745.17,731.44,681.88,627.24,599.91,61.54,20.04,19.95,65.66,757.35,753.07,750.43,748.29,746.15,743.51,739.23,0,,,,85.2,BUY,8,0,50,
2025-12-22,211.95,213.82,211.19,212.92,38.47,RSG,212.53,212.94,214.04,221.82,232.22,50.5,-0.27,-0.38,21.97,216.72,215.79,215.21,214.75,214.28,213.7,212.77,-1,,,,-34.48,SELL,0,1,-50,
2025-12-22,182.86,185.87,181.76,185.68,4.35,RTX,178.79,174.88,173.24,165.71,150.55,80.34,2.65,1.62,39.2,182.28,180.93,180.09,179.41,178.73,177.89,176.54,0,,,,66.52,BUY,9,0,50,
2025-12-22,10.48,11.22,10.43,11.02,2.07,SERV,11.29,10.61,11.87,11.68,10.33,55.18,-0.17,-0.05,-51.08,13.7,12.71,12.11,11.61,11.12,10.51,9.52,0,,,,7.28,HOLD,0,0,0,
2025-12-22,223.34,226.86,221.74,226.84,2.02,SNOW,220.04,240.69,247.2,232.55,208.58,30.25,-8.26,-8.12,-17.54,224.75,221.72,219.85,218.33,216.81,214.94,211.91,-1,,,,-12.72,HOLD,0,25,0,
2025-12-22,27.59,27.62,27.1,27.35,7.54,SOFI,26.68,27.78,28.16,26.83,20.77,39.02,-0.44,-0.39,-18.07,26.83,26.44,26.2,26.0,25.81,25.56,25.17,0,,,,24.96,HOLD,0,0,0,
2025-12-22,11.15,11.52,11.07,11.27,4.51,SOUN,11.43,11.91,14.3,14.52,12.21,50.55,-0.72,-0.79,-28.41,12.64,12.21,11.94,11.73,11.51,11.24,10.81,0,,,,-52.72,SELL,0,27,-50,
2025-12-22,161.95,166.0,161.08,164.45,6.96,TEAM,161.97,155.31,157.48,162.31,185.64,69.5,2.17,1.41,-0.1,166.48,165.07,164.19,163.49,162.78,161.9,160.49,1,,,,,HOLD,0,0,0,
2025-12-22,36.45,37.43,36.45,37.28,17.08,TOST,35.66,35.16,35.97,38.57,39.29,69.54,0.19,-0.14,-23.88,37.29,37.02,36.85,36.71,36.57,36.4,36.13,1,,,,14.36,HOLD,0,0,0,
2025-12-22,489.88,498.83,485.33,488.73,20.09,TSLA,468.82,438.66,441.22,408.28,352.24,69.96,14.66,10.36,9.44,495.28,488.33,484.03,480.55,477.08,472.78,465.83,1,,,,50.36,BUY,3,0,50,
2025-12-22,37.53,38.0,37.05,37.29,9.51,TTD,37.41,39.43,43.79,49.1,57.71,33.16,-1.77,-2.0,59.95,37.96,37.69,37.52,37.39,37.25,37.08,36.81,-1,,,,-55.96,SELL,0,38,-50,
2025-12-22,571.65,580.49,570.76,575.14,9.06,UI,566.17,562.86,633.59,595.27,482.16,57.28,-13.87,-17.72,-13.12,595.0,583.44,576.28,570.5,564.72,557.56,546.0,-1,,,,44.28,HOLD,0,0,0,
2025-12-22,322.9,329.8,321.65,325.16,5.34,UNH,331.82,325.81,334.97,324.27,349.4,52.18,0.02,-0.04,53.12,334.6,332.23,330.77,329.59,328.4,326.94,324.57,0,,,,-5.8,HOLD,0,0,0,
2025-12-22,47.9,49.3,47.59,48.77,8.97,UPST,47.52,43.11,45.06,54.52,55.02,66.89,1.04,0.71,-48.82,49.54,48.44,47.76,47.22,46.67,45.99,44.89,0,,,,-0.04,HOLD,0,0,0,
2025-12-22,815.06,821.58,807.29,816.73,13.8,URI,810.7,812.7,855.4,894.31,793.05,54.62,-9.49,-13.85,-25.09,828.26,819.89,814.72,810.54,806.35,801.18,792.81,-1,,,,-12.48,HOLD,0,26,0,
2025-12-22,166.13,167.0,162.95,166.25,8.69,VRT,165.28,171.17,176.13,157.88,130.09,40.3,-4.05,-2.2,67.28,185.4,176.53,171.05,166.61,162.18,156.69,147.82,0,,,,14.28,HOLD,0,0,0,
2025-12-22,104.78,106.86,104.05,106.45,7.79,WIX,103.42,106.92,119.19,133.59,147.35,66.78,-4.04,-6.08,8.33,108.7,107.12,106.15,105.36,104.57,103.6,102.02,-1,,,,-28.72,SELL,0,38,-50,
